sample_id,Class_encoded,Class
777,5,SEKER
7958,6,SIRA
2183,0,BARBUNYA
368,5,SEKER
12057,3,DERMASON
10281,3,DERMASON
11818,3,DERMASON
3005,0,BARBUNYA
13014,3,DERMASON
27,5,SEKER
4148,2,CALI
13349,3,DERMASON
12086,3,DERMASON
6817,4,HOROZ
3438,1,BOMBAY
9274,6,SIRA
12283,3,DERMASON
7694,6,SIRA
7968,6,SIRA
6857,4,HOROZ
610,5,SEKER
10192,3,DERMASON
6309,4,HOROZ
8468,6,SIRA
7036,4,HOROZ
4628,2,CALI
2891,0,BARBUNYA
6952,4,HOROZ
555,5,SEKER
4961,2,CALI
2011,5,SEKER
4070,2,CALI
7307,4,HOROZ
10230,3,DERMASON
1564,5,SEKER
5155,2,CALI
13391,3,DERMASON
11178,3,DERMASON
7412,6,SIRA
4380,2,CALI
9917,6,SIRA
4096,2,CALI
3574,1,BOMBAY
9483,6,SIRA
12754,3,DERMASON
2354,0,BARBUNYA
4662,2,CALI
11199,3,DERMASON
7183,4,HOROZ
10488,3,DERMASON
8454,6,SIRA
7660,6,SIRA
676,5,SEKER
2328,0,BARBUNYA
2250,0,BARBUNYA
8188,6,SIRA
4901,2,CALI
13260,3,DERMASON
1655,5,SEKER
12979,3,DERMASON
4189,2,CALI
12188,3,DERMASON
11162,3,DERMASON
1514,5,SEKER
11798,3,DERMASON
3549,1,BOMBAY
5271,2,CALI
8923,6,SIRA
90,5,SEKER
11430,3,DERMASON
143,5,SEKER
9859,6,SIRA
8915,6,SIRA
10595,3,DERMASON
1187,5,SEKER
9762,6,SIRA
9825,6,SIRA
10438,3,DERMASON
364,5,SEKER
5147,2,CALI
1761,5,SEKER
3982,2,CALI
4379,2,CALI
11265,3,DERMASON
11119,3,DERMASON
10263,3,DERMASON
7294,4,HOROZ
4594,2,CALI
1145,5,SEKER
10422,3,DERMASON
1969,5,SEKER
2199,0,BARBUNYA
7408,6,SIRA
4985,2,CALI
11040,3,DERMASON
2457,0,BARBUNYA
8193,6,SIRA
4744,2,CALI
5793,4,HOROZ
169,5,SEKER
9698,6,SIRA
2801,0,BARBUNYA
2055,0,BARBUNYA
4110,2,CALI
6977,4,HOROZ
2564,0,BARBUNYA
1955,5,SEKER
4481,2,CALI
571,5,SEKER
7511,6,SIRA
4184,2,CALI
8825,6,SIRA
4224,2,CALI
3375,1,BOMBAY
2093,0,BARBUNYA
3388,1,BOMBAY
2622,0,BARBUNYA
3096,0,BARBUNYA
9527,6,SIRA
11520,3,DERMASON
2171,0,BARBUNYA
4208,2,CALI
3356,1,BOMBAY
1525,5,SEKER
661,5,SEKER
9019,6,SIRA
12518,3,DERMASON
12397,3,DERMASON
7671,6,SIRA
1711,5,SEKER
11195,3,DERMASON
13516,3,DERMASON
7934,6,SIRA
9768,6,SIRA
10992,3,DERMASON
7027,4,HOROZ
13017,3,DERMASON
6192,4,HOROZ
3932,2,CALI
125,5,SEKER
2293,0,BARBUNYA
2967,0,BARBUNYA
3747,1,BOMBAY
13483,3,DERMASON
2295,0,BARBUNYA
11279,3,DERMASON
11631,3,DERMASON
3018,0,BARBUNYA
4099,2,CALI
69,5,SEKER
10801,3,DERMASON
7988,6,SIRA
10981,3,DERMASON
4683,2,CALI
9557,6,SIRA
11671,3,DERMASON
3555,1,BOMBAY
8035,6,SIRA
1762,5,SEKER
3924,2,CALI
6238,4,HOROZ
11425,3,DERMASON
12519,3,DERMASON
9608,6,SIRA
2749,0,BARBUNYA
9541,6,SIRA
12160,3,DERMASON
12843,3,DERMASON
8071,6,SIRA
12068,3,DERMASON
85,5,SEKER
5063,2,CALI
7984,6,SIRA
7606,6,SIRA
5613,4,HOROZ
10540,3,DERMASON
9995,6,SIRA
1916,5,SEKER
9381,6,SIRA
2715,0,BARBUNYA
726,5,SEKER
11044,3,DERMASON
11982,3,DERMASON
3601,1,BOMBAY
7138,4,HOROZ
13223,3,DERMASON
3785,1,BOMBAY
7612,6,SIRA
9569,6,SIRA
564,5,SEKER
7476,6,SIRA
3418,1,BOMBAY
6420,4,HOROZ
11471,3,DERMASON
6810,4,HOROZ
6300,4,HOROZ
1127,5,SEKER
887,5,SEKER
5239,2,CALI
10950,3,DERMASON
9835,6,SIRA
10582,3,DERMASON
692,5,SEKER
1486,5,SEKER
8588,6,SIRA
7223,4,HOROZ
1744,5,SEKER
7748,6,SIRA
2880,0,BARBUNYA
9078,6,SIRA
5281,2,CALI
4117,2,CALI
12816,3,DERMASON
1936,5,SEKER
2716,0,BARBUNYA
6634,4,HOROZ
9753,6,SIRA
10825,3,DERMASON
1123,5,SEKER
1608,5,SEKER
7468,6,SIRA
3282,0,BARBUNYA
1924,5,SEKER
746,5,SEKER
7378,6,SIRA
263,5,SEKER
9952,6,SIRA
12929,3,DERMASON
5878,4,HOROZ
11968,3,DERMASON
3100,0,BARBUNYA
10298,3,DERMASON
6435,4,HOROZ
2895,0,BARBUNYA
1784,5,SEKER
13521,3,DERMASON
7564,6,SIRA
7028,4,HOROZ
10376,3,DERMASON
8089,6,SIRA
13013,3,DERMASON
5900,4,HOROZ
13508,3,DERMASON
12498,3,DERMASON
4770,2,CALI
945,5,SEKER
6228,4,HOROZ
1657,5,SEKER
621,5,SEKER
2630,0,BARBUNYA
8235,6,SIRA
5973,4,HOROZ
11876,3,DERMASON
13269,3,DERMASON
9476,6,SIRA
2205,0,BARBUNYA
7091,4,HOROZ
3660,1,BOMBAY
3522,1,BOMBAY
713,5,SEKER
13185,3,DERMASON
9622,6,SIRA
8983,6,SIRA
4932,2,CALI
7705,6,SIRA
5540,4,HOROZ
494,5,SEKER
12324,3,DERMASON
2829,0,BARBUNYA
3056,0,BARBUNYA
12349,3,DERMASON
2341,0,BARBUNYA
7839,6,SIRA
4546,2,CALI
12284,3,DERMASON
6928,4,HOROZ
8108,6,SIRA
10826,3,DERMASON
126,5,SEKER
3135,0,BARBUNYA
13387,3,DERMASON
8731,6,SIRA
2540,0,BARBUNYA
5036,2,CALI
5766,4,HOROZ
2878,0,BARBUNYA
7249,4,HOROZ
4851,2,CALI
2869,0,BARBUNYA
8082,6,SIRA
888,5,SEKER
12235,3,DERMASON
3254,0,BARBUNYA
13186,3,DERMASON
9397,6,SIRA
6623,4,HOROZ
12489,3,DERMASON
4466,2,CALI
4986,2,CALI
3700,1,BOMBAY
9798,6,SIRA
5848,4,HOROZ
9574,6,SIRA
1712,5,SEKER
1466,5,SEKER
831,5,SEKER
12161,3,DERMASON
11550,3,DERMASON
1672,5,SEKER
12382,3,DERMASON
7179,4,HOROZ
8736,6,SIRA
2212,0,BARBUNYA
10083,3,DERMASON
6251,4,HOROZ
11106,3,DERMASON
12821,3,DERMASON
11933,3,DERMASON
984,5,SEKER
7185,4,HOROZ
8041,6,SIRA
8205,6,SIRA
6332,4,HOROZ
8466,6,SIRA
13363,3,DERMASON
4288,2,CALI
9690,6,SIRA
12710,3,DERMASON
7145,4,HOROZ
2691,0,BARBUNYA
9472,6,SIRA
5127,2,CALI
1242,5,SEKER
12495,3,DERMASON
4498,2,CALI
5448,2,CALI
8062,6,SIRA
13469,3,DERMASON
8177,6,SIRA
10072,3,DERMASON
7136,4,HOROZ
12813,3,DERMASON
8942,6,SIRA
2625,0,BARBUNYA
10783,3,DERMASON
5293,2,CALI
6722,4,HOROZ
10923,3,DERMASON
3463,1,BOMBAY
478,5,SEKER
8950,6,SIRA
6557,4,HOROZ
5077,2,CALI
5639,4,HOROZ
12766,3,DERMASON
11582,3,DERMASON
2471,0,BARBUNYA
6773,4,HOROZ
5058,2,CALI
12363,3,DERMASON
12561,3,DERMASON
2388,0,BARBUNYA
10417,3,DERMASON
9208,6,SIRA
13369,3,DERMASON
2266,0,BARBUNYA
8112,6,SIRA
9580,6,SIRA
3841,1,BOMBAY
799,5,SEKER
4997,2,CALI
11306,3,DERMASON
7552,6,SIRA
7082,4,HOROZ
3775,1,BOMBAY
10486,3,DERMASON
12344,3,DERMASON
3058,0,BARBUNYA
9394,6,SIRA
1678,5,SEKER
5765,4,HOROZ
6407,4,HOROZ
8806,6,SIRA
11525,3,DERMASON
4952,2,CALI
9439,6,SIRA
2875,0,BARBUNYA
5108,2,CALI
1536,5,SEKER
3578,1,BOMBAY
8973,6,SIRA
1109,5,SEKER
12450,3,DERMASON
5514,4,HOROZ
1081,5,SEKER
2966,0,BARBUNYA
1060,5,SEKER
3012,0,BARBUNYA
7139,4,HOROZ
9548,6,SIRA
5881,4,HOROZ
5657,4,HOROZ
12686,3,DERMASON
5786,4,HOROZ
13107,3,DERMASON
106,5,SEKER
2699,0,BARBUNYA
1595,5,SEKER
968,5,SEKER
6613,4,HOROZ
8383,6,SIRA
9403,6,SIRA
6887,4,HOROZ
6788,4,HOROZ
1452,5,SEKER
3193,0,BARBUNYA
10726,3,DERMASON
7167,4,HOROZ
7991,6,SIRA
10142,3,DERMASON
4951,2,CALI
2610,0,BARBUNYA
7058,4,HOROZ
11942,3,DERMASON
1168,5,SEKER
5489,2,CALI
2681,0,BARBUNYA
11620,3,DERMASON
10515,3,DERMASON
4605,2,CALI
8152,6,SIRA
12172,3,DERMASON
9497,6,SIRA
9937,6,SIRA
11104,3,DERMASON
4896,2,CALI
2781,0,BARBUNYA
3300,0,BARBUNYA
10771,3,DERMASON
5331,2,CALI
11077,3,DERMASON
6807,4,HOROZ
10299,3,DERMASON
9525,6,SIRA
9731,6,SIRA
7262,4,HOROZ
115,5,SEKER
5345,2,CALI
1934,5,SEKER
10090,3,DERMASON
13189,3,DERMASON
3306,0,BARBUNYA
9571,6,SIRA
2416,0,BARBUNYA
12242,3,DERMASON
7464,6,SIRA
3553,1,BOMBAY
1207,5,SEKER
9552,6,SIRA
11699,3,DERMASON
10030,3,DERMASON
3079,0,BARBUNYA
1968,5,SEKER
625,5,SEKER
12251,3,DERMASON
4529,2,CALI
5677,4,HOROZ
3973,2,CALI
4641,2,CALI
4719,2,CALI
12908,3,DERMASON
1487,5,SEKER
5805,4,HOROZ
5967,4,HOROZ
7373,6,SIRA
5815,4,HOROZ
9353,6,SIRA
3517,1,BOMBAY
8980,6,SIRA
10313,3,DERMASON
4945,2,CALI
4486,2,CALI
11014,3,DERMASON
9932,6,SIRA
5510,4,HOROZ
1144,5,SEKER
6244,4,HOROZ
10873,3,DERMASON
596,5,SEKER
3359,1,BOMBAY
845,5,SEKER
1576,5,SEKER
6150,4,HOROZ
13282,3,DERMASON
8734,6,SIRA
12982,3,DERMASON
5473,2,CALI
6428,4,HOROZ
1584,5,SEKER
7312,4,HOROZ
11797,3,DERMASON
10665,3,DERMASON
791,5,SEKER
11038,3,DERMASON
2939,0,BARBUNYA
2506,0,BARBUNYA
7220,4,HOROZ
1447,5,SEKER
1368,5,SEKER
6082,4,HOROZ
1649,5,SEKER
5257,2,CALI
11857,3,DERMASON
6721,4,HOROZ
12860,3,DERMASON
4660,2,CALI
6958,4,HOROZ
6754,4,HOROZ
9482,6,SIRA
4541,2,CALI
2361,0,BARBUNYA
287,5,SEKER
159,5,SEKER
5608,4,HOROZ
4703,2,CALI
4457,2,CALI
8676,6,SIRA
9604,6,SIRA
10706,3,DERMASON
257,5,SEKER
1319,5,SEKER
12943,3,DERMASON
12861,3,DERMASON
11299,3,DERMASON
2175,0,BARBUNYA
2628,0,BARBUNYA
2426,0,BARBUNYA
12444,3,DERMASON
1229,5,SEKER
12885,3,DERMASON
58,5,SEKER
7904,6,SIRA
6766,4,HOROZ
5363,2,CALI
6078,4,HOROZ
8599,6,SIRA
6620,4,HOROZ
6814,4,HOROZ
7222,4,HOROZ
10278,3,DERMASON
5632,4,HOROZ
5190,2,CALI
9299,6,SIRA
2611,0,BARBUNYA
13112,3,DERMASON
4308,2,CALI
11901,3,DERMASON
12091,3,DERMASON
3968,2,CALI
11804,3,DERMASON
12073,3,DERMASON
11884,3,DERMASON
8593,6,SIRA
5418,2,CALI
7285,4,HOROZ
8623,6,SIRA
7744,6,SIRA
12034,3,DERMASON
9974,6,SIRA
13292,3,DERMASON
10953,3,DERMASON
11691,3,DERMASON
12216,3,DERMASON
2532,0,BARBUNYA
5381,2,CALI
2855,0,BARBUNYA
1754,5,SEKER
9997,3,DERMASON
3162,0,BARBUNYA
2902,0,BARBUNYA
538,5,SEKER
793,5,SEKER
6222,4,HOROZ
4317,2,CALI
3892,2,CALI
13130,3,DERMASON
9449,6,SIRA
12565,3,DERMASON
4958,2,CALI
2491,0,BARBUNYA
6660,4,HOROZ
10993,3,DERMASON
9028,6,SIRA
7335,4,HOROZ
6013,4,HOROZ
213,5,SEKER
12925,3,DERMASON
4287,2,CALI
8508,6,SIRA
10683,3,DERMASON
9889,6,SIRA
11395,3,DERMASON
5740,4,HOROZ
6919,4,HOROZ
13406,3,DERMASON
1654,5,SEKER
10637,3,DERMASON
8290,6,SIRA
1256,5,SEKER
4300,2,CALI
8023,6,SIRA
4693,2,CALI
987,5,SEKER
8334,6,SIRA
2671,0,BARBUNYA
2698,0,BARBUNYA
1635,5,SEKER
9160,6,SIRA
2636,0,BARBUNYA
10136,3,DERMASON
2553,0,BARBUNYA
2500,0,BARBUNYA
12575,3,DERMASON
2864,0,BARBUNYA
8469,6,SIRA
9704,6,SIRA
13532,3,DERMASON
1817,5,SEKER
10810,3,DERMASON
2737,0,BARBUNYA
8889,6,SIRA
12317,3,DERMASON
5373,2,CALI
7163,4,HOROZ
3696,1,BOMBAY
11951,3,DERMASON
7242,4,HOROZ
8713,6,SIRA
898,5,SEKER
3263,0,BARBUNYA
10094,3,DERMASON
10244,3,DERMASON
3267,0,BARBUNYA
7393,6,SIRA
11816,3,DERMASON
4893,2,CALI
7331,4,HOROZ
12689,3,DERMASON
12731,3,DERMASON
5335,2,CALI
6255,4,HOROZ
9724,6,SIRA
2766,0,BARBUNYA
9087,6,SIRA
4363,2,CALI
4361,2,CALI
7944,6,SIRA
8045,6,SIRA
6456,4,HOROZ
6574,4,HOROZ
4503,2,CALI
3794,1,BOMBAY
2569,0,BARBUNYA
3766,1,BOMBAY
4797,2,CALI
5461,2,CALI
4350,2,CALI
1668,5,SEKER
11604,3,DERMASON
12529,3,DERMASON
4134,2,CALI
158,5,SEKER
7708,6,SIRA
12455,3,DERMASON
8574,6,SIRA
11523,3,DERMASON
3888,2,CALI
670,5,SEKER
5507,4,HOROZ
1332,5,SEKER
13137,3,DERMASON
226,5,SEKER
11555,3,DERMASON
11760,3,DERMASON
1026,5,SEKER
9853,6,SIRA
4883,2,CALI
5394,2,CALI
8063,6,SIRA
1972,5,SEKER
548,5,SEKER
3665,1,BOMBAY
4981,2,CALI
4846,2,CALI
775,5,SEKER
8212,6,SIRA
12930,3,DERMASON
9775,6,SIRA
13176,3,DERMASON
8072,6,SIRA
11158,3,DERMASON
1568,5,SEKER
11013,3,DERMASON
2512,0,BARBUNYA
12088,3,DERMASON
171,5,SEKER
2221,0,BARBUNYA
1370,5,SEKER
11598,3,DERMASON
13227,3,DERMASON
9725,6,SIRA
10358,3,DERMASON
9112,6,SIRA
6120,4,HOROZ
7959,6,SIRA
10280,3,DERMASON
2101,0,BARBUNYA
5366,2,CALI
7549,6,SIRA
1479,5,SEKER
11922,3,DERMASON
6671,4,HOROZ
6125,4,HOROZ
12786,3,DERMASON
4766,2,CALI
7948,6,SIRA
8115,6,SIRA
9100,6,SIRA
11187,3,DERMASON
1104,5,SEKER
2302,0,BARBUNYA
3409,1,BOMBAY
5025,2,CALI
4556,2,CALI
689,5,SEKER
6555,4,HOROZ
10057,3,DERMASON
11642,3,DERMASON
1399,5,SEKER
13522,3,DERMASON
2580,0,BARBUNYA
3161,0,BARBUNYA
12764,3,DERMASON
9916,6,SIRA
7802,6,SIRA
1885,5,SEKER
6793,4,HOROZ
620,5,SEKER
13056,3,DERMASON
4294,2,CALI
9,5,SEKER
12525,3,DERMASON
10733,3,DERMASON
2973,0,BARBUNYA
601,5,SEKER
10530,3,DERMASON
2487,0,BARBUNYA
11201,3,DERMASON
5243,2,CALI
6384,4,HOROZ
2292,0,BARBUNYA
7182,4,HOROZ
348,5,SEKER
3385,1,BOMBAY
3473,1,BOMBAY
11318,3,DERMASON
9427,6,SIRA
2325,0,BARBUNYA
5646,4,HOROZ
1218,5,SEKER
9366,6,SIRA
5106,2,CALI
5661,4,HOROZ
5150,2,CALI
9500,6,SIRA
10581,3,DERMASON
3873,2,CALI
3815,1,BOMBAY
4164,2,CALI
2059,0,BARBUNYA
8801,6,SIRA
7478,6,SIRA
2316,0,BARBUNYA
8997,6,SIRA
9957,6,SIRA
4257,2,CALI
12096,3,DERMASON
8502,6,SIRA
2514,0,BARBUNYA
13454,3,DERMASON
4867,2,CALI
11964,3,DERMASON
10148,3,DERMASON
3310,0,BARBUNYA
3850,1,BOMBAY
1704,5,SEKER
4509,2,CALI
10251,3,DERMASON
4367,2,CALI
6277,4,HOROZ
7325,4,HOROZ
10262,3,DERMASON
5649,4,HOROZ
6041,4,HOROZ
13103,3,DERMASON
2870,0,BARBUNYA
9994,6,SIRA
11292,3,DERMASON
3854,1,BOMBAY
3471,1,BOMBAY
6895,4,HOROZ
8005,6,SIRA
9657,6,SIRA
4843,2,CALI
1311,5,SEKER
4187,2,CALI
12743,3,DERMASON
10085,3,DERMASON
1782,5,SEKER
5103,2,CALI
12810,3,DERMASON
2738,0,BARBUNYA
9730,6,SIRA
13518,3,DERMASON
1839,5,SEKER
5879,4,HOROZ
10931,3,DERMASON
8272,6,SIRA
3799,1,BOMBAY
13438,3,DERMASON
8710,6,SIRA
3195,0,BARBUNYA
9912,6,SIRA
6528,4,HOROZ
10638,3,DERMASON
4974,2,CALI
13300,3,DERMASON
8927,6,SIRA
4214,2,CALI
8024,6,SIRA
2558,0,BARBUNYA
5517,4,HOROZ
11000,3,DERMASON
76,5,SEKER
521,5,SEKER
3143,0,BARBUNYA
585,5,SEKER
13439,3,DERMASON
3992,2,CALI
1696,5,SEKER
5658,4,HOROZ
12334,3,DERMASON
8783,6,SIRA
7637,6,SIRA
9812,6,SIRA
8945,6,SIRA
6225,4,HOROZ
8935,6,SIRA
10431,3,DERMASON
11017,3,DERMASON
2732,0,BARBUNYA
246,5,SEKER
19,5,SEKER
10546,3,DERMASON
1952,5,SEKER
422,5,SEKER
10025,3,DERMASON
8139,6,SIRA
6152,4,HOROZ
11808,3,DERMASON
2893,0,BARBUNYA
9687,6,SIRA
1872,5,SEKER
8448,6,SIRA
7454,6,SIRA
2380,0,BARBUNYA
13274,3,DERMASON
861,5,SEKER
4928,2,CALI
10676,3,DERMASON
8982,6,SIRA
4890,2,CALI
13083,3,DERMASON
885,5,SEKER
1803,5,SEKER
2784,0,BARBUNYA
9420,6,SIRA
6101,4,HOROZ
2085,0,BARBUNYA
13415,3,DERMASON
13228,3,DERMASON
8665,6,SIRA
1502,5,SEKER
679,5,SEKER
1158,5,SEKER
11895,3,DERMASON
9705,6,SIRA
725,5,SEKER
4227,2,CALI
12005,3,DERMASON
1118,5,SEKER
10220,3,DERMASON
6091,4,HOROZ
3426,1,BOMBAY
2931,0,BARBUNYA
3704,1,BOMBAY
6096,4,HOROZ
9230,6,SIRA
9729,6,SIRA
1354,5,SEKER
10890,3,DERMASON
9144,6,SIRA
9242,6,SIRA
915,5,SEKER
10055,3,DERMASON
12517,3,DERMASON
12478,3,DERMASON
9792,6,SIRA
11628,3,DERMASON
1976,5,SEKER
7236,4,HOROZ
5035,2,CALI
11160,3,DERMASON
787,5,SEKER
10257,3,DERMASON
3400,1,BOMBAY
5392,2,CALI
6951,4,HOROZ
10744,3,DERMASON
6594,4,HOROZ
2298,0,BARBUNYA
10169,3,DERMASON
13388,3,DERMASON
1905,5,SEKER
4731,2,CALI
6778,4,HOROZ
9130,6,SIRA
62,5,SEKER
6522,4,HOROZ
11184,3,DERMASON
7156,4,HOROZ
10420,3,DERMASON
6947,4,HOROZ
824,5,SEKER
11636,3,DERMASON
11872,3,DERMASON
2568,0,BARBUNYA
595,5,SEKER
2633,0,BARBUNYA
9091,6,SIRA
1633,5,SEKER
5474,2,CALI
7066,4,HOROZ
1638,5,SEKER
5384,2,CALI
4688,2,CALI
6506,4,HOROZ
5472,2,CALI
8866,6,SIRA
5240,2,CALI
11097,3,DERMASON
4397,2,CALI
11795,3,DERMASON
8655,6,SIRA
475,5,SEKER
4562,2,CALI
6209,4,HOROZ
876,5,SEKER
225,5,SEKER
10400,3,DERMASON
8674,6,SIRA
2013,5,SEKER
9312,6,SIRA
7490,6,SIRA
3244,0,BARBUNYA
25,5,SEKER
7823,6,SIRA
11115,3,DERMASON
5523,4,HOROZ
8525,6,SIRA
6999,4,HOROZ
11687,3,DERMASON
1743,5,SEKER
4276,2,CALI
2733,0,BARBUNYA
10063,3,DERMASON
6186,4,HOROZ
9320,6,SIRA
11070,3,DERMASON
12042,3,DERMASON
13450,3,DERMASON
11717,3,DERMASON
5693,4,HOROZ
3178,0,BARBUNYA
3609,1,BOMBAY
3593,1,BOMBAY
1259,5,SEKER
1621,5,SEKER
6579,4,HOROZ
5560,4,HOROZ
5417,2,CALI
6505,4,HOROZ
9411,6,SIRA
3743,1,BOMBAY
12072,3,DERMASON
5195,2,CALI
11959,3,DERMASON
293,5,SEKER
7841,6,SIRA
7416,6,SIRA
9930,6,SIRA
892,5,SEKER
7395,6,SIRA
9777,6,SIRA
7949,6,SIRA
11023,3,DERMASON
9524,6,SIRA
6393,4,HOROZ
13410,3,DERMASON
5977,4,HOROZ
4260,2,CALI
13468,3,DERMASON
4109,2,CALI
3151,0,BARBUNYA
5139,2,CALI
7196,4,HOROZ
12351,3,DERMASON
8553,6,SIRA
5324,2,CALI
10026,3,DERMASON
8439,6,SIRA
342,5,SEKER
6870,4,HOROZ
1434,5,SEKER
12222,3,DERMASON
247,5,SEKER
5483,2,CALI
9751,6,SIRA
978,5,SEKER
8627,6,SIRA
10908,3,DERMASON
7252,4,HOROZ
7042,4,HOROZ
4528,2,CALI
9207,6,SIRA
806,5,SEKER
8057,6,SIRA
6930,4,HOROZ
9941,6,SIRA
11877,3,DERMASON
13512,3,DERMASON
1270,5,SEKER
4741,2,CALI
907,5,SEKER
7551,6,SIRA
11650,3,DERMASON
5159,2,CALI
7818,6,SIRA
11312,3,DERMASON
4656,2,CALI
9460,6,SIRA
4284,2,CALI
10099,3,DERMASON
8675,6,SIRA
11507,3,DERMASON
3742,1,BOMBAY
11208,3,DERMASON
13012,3,DERMASON
12247,3,DERMASON
8597,6,SIRA
6965,4,HOROZ
12263,3,DERMASON
7382,6,SIRA
3492,1,BOMBAY
12620,3,DERMASON
11978,3,DERMASON
8794,6,SIRA
10659,3,DERMASON
946,5,SEKER
2311,0,BARBUNYA
10015,3,DERMASON
13341,3,DERMASON
3489,1,BOMBAY
5267,2,CALI
222,5,SEKER
5680,4,HOROZ
5872,4,HOROZ
10654,3,DERMASON
10639,3,DERMASON
7062,4,HOROZ
4422,2,CALI
1389,5,SEKER
5598,4,HOROZ
10624,3,DERMASON
12573,3,DERMASON
8029,6,SIRA
1044,5,SEKER
10276,3,DERMASON
8621,6,SIRA
9656,6,SIRA
12703,3,DERMASON
13043,3,DERMASON
1292,5,SEKER
1414,5,SEKER
12664,3,DERMASON
5529,4,HOROZ
11127,3,DERMASON
2560,0,BARBUNYA
2164,0,BARBUNYA
7885,6,SIRA
8817,6,SIRA
3487,1,BOMBAY
8294,6,SIRA
8107,6,SIRA
11429,3,DERMASON
2959,0,BARBUNYA
5436,2,CALI
8302,6,SIRA
2480,0,BARBUNYA
7462,6,SIRA
8708,6,SIRA
1661,5,SEKER
5269,2,CALI
4439,2,CALI
12660,3,DERMASON
8741,6,SIRA
2284,0,BARBUNYA
6653,4,HOROZ
8414,6,SIRA
4566,2,CALI
4916,2,CALI
9844,6,SIRA
5575,4,HOROZ
2439,0,BARBUNYA
5439,2,CALI
587,5,SEKER
6535,4,HOROZ
13334,3,DERMASON
3584,1,BOMBAY
374,5,SEKER
12157,3,DERMASON
2885,0,BARBUNYA
12707,3,DERMASON
10949,3,DERMASON
10238,3,DERMASON
5311,2,CALI
6071,4,HOROZ
2265,0,BARBUNYA
347,5,SEKER
1601,5,SEKER
6247,4,HOROZ
8575,6,SIRA
2844,0,BARBUNYA
495,5,SEKER
4130,2,CALI
8150,6,SIRA
13152,3,DERMASON
6572,4,HOROZ
8642,6,SIRA
10069,3,DERMASON
3285,0,BARBUNYA
782,5,SEKER
12687,3,DERMASON
13289,3,DERMASON
8055,6,SIRA
1619,5,SEKER
5611,4,HOROZ
9150,6,SIRA
5111,2,CALI
9526,6,SIRA
1413,5,SEKER
18,5,SEKER
13173,3,DERMASON
7798,6,SIRA
3341,0,BARBUNYA
12905,3,DERMASON
8749,6,SIRA
2962,0,BARBUNYA
8031,6,SIRA
8709,6,SIRA
8815,6,SIRA
3298,0,BARBUNYA
10165,3,DERMASON
3987,2,CALI
3940,2,CALI
1429,5,SEKER
11757,3,DERMASON
4465,2,CALI
13059,3,DERMASON
13054,3,DERMASON
8581,6,SIRA
9759,6,SIRA
8577,6,SIRA
4931,2,CALI
9891,6,SIRA
12842,3,DERMASON
5442,2,CALI
4778,2,CALI
178,5,SEKER
10764,3,DERMASON
5596,4,HOROZ
13271,3,DERMASON
5667,4,HOROZ
363,5,SEKER
10406,3,DERMASON
7812,6,SIRA
4405,2,CALI
6279,4,HOROZ
451,5,SEKER
3358,1,BOMBAY
8882,6,SIRA
12273,3,DERMASON
7539,6,SIRA
863,5,SEKER
12920,3,DERMASON
4192,2,CALI
6785,4,HOROZ
7791,6,SIRA
11652,3,DERMASON
13311,3,DERMASON
10381,3,DERMASON
10168,3,DERMASON
2134,0,BARBUNYA
8533,6,SIRA
16,5,SEKER
8209,6,SIRA
7868,6,SIRA
808,5,SEKER
6059,4,HOROZ
4734,2,CALI
3490,1,BOMBAY
10784,3,DERMASON
10174,3,DERMASON
3445,1,BOMBAY
4395,2,CALI
13420,3,DERMASON
13115,3,DERMASON
9909,6,SIRA
2944,0,BARBUNYA
5749,4,HOROZ
9003,6,SIRA
7925,6,SIRA
13174,3,DERMASON
13233,3,DERMASON
3769,1,BOMBAY
8976,6,SIRA
4097,2,CALI
11638,3,DERMASON
13305,3,DERMASON
5007,2,CALI
8891,6,SIRA
2198,0,BARBUNYA
10606,3,DERMASON
10509,3,DERMASON
8133,6,SIRA
396,5,SEKER
5116,2,CALI
8399,6,SIRA
2618,0,BARBUNYA
12876,3,DERMASON
2102,0,BARBUNYA
13286,3,DERMASON
2648,0,BARBUNYA
4341,2,CALI
5858,4,HOROZ
9425,6,SIRA
6682,4,HOROZ
3289,0,BARBUNYA
9310,6,SIRA
1749,5,SEKER
6159,4,HOROZ
10391,3,DERMASON
4306,2,CALI
5717,4,HOROZ
10339,3,DERMASON
5276,2,CALI
6914,4,HOROZ
10134,3,DERMASON
11916,3,DERMASON
981,5,SEKER
7052,4,HOROZ
8434,6,SIRA
1282,5,SEKER
12119,3,DERMASON
11634,3,DERMASON
10652,3,DERMASON
9721,6,SIRA
10564,3,DERMASON
9229,6,SIRA
706,5,SEKER
11474,3,DERMASON
7537,6,SIRA
2826,0,BARBUNYA
1592,5,SEKER
1372,5,SEKER
3983,2,CALI
9398,6,SIRA
5191,2,CALI
2450,0,BARBUNYA
1099,5,SEKER
7070,4,HOROZ
13356,3,DERMASON
7874,6,SIRA
12474,3,DERMASON
9184,6,SIRA
645,5,SEKER
10849,3,DERMASON
9738,6,SIRA
4942,2,CALI
2269,0,BARBUNYA
4199,2,CALI
11005,3,DERMASON
3476,1,BOMBAY
7650,6,SIRA
2513,0,BARBUNYA
9485,6,SIRA
1868,5,SEKER
2203,0,BARBUNYA
6206,4,HOROZ
7519,6,SIRA
12744,3,DERMASON
8763,6,SIRA
3075,0,BARBUNYA
5615,4,HOROZ
