method,model_name,display_name,input_type,sample_id,row_index,selection_group,selected_from_model,true_label,true_class_name,explained_predicted_label,explained_predicted_class_name,feature_rank,feature,explanation_value,abs_explanation_value
LIME,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,2,EquivDiameter,0.0162211110467278,0.0162211110467278
LIME,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,3,MinorAxisLength,0.0156591974943641,0.0156591974943641
LIME,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,4,ShapeFactor1,0.0136950395797721,0.0136950395797721
LIME,random_forest,Random Forest,unscaled,3869,806,correct_bombay,logistic_regression,1,BOMBAY,1,BOMBAY,5,Area,0.0134349146603792,0.0134349146603792
LIME,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,1,Perimeter,0.1145881459051132,0.1145881459051132
LIME,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,2,ConvexArea,0.1000970330841972,0.1000970330841972
LIME,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0779565835875254,0.0779565835875254
LIME,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,4,Area,0.0619324016219629,0.0619324016219629
LIME,random_forest,Random Forest,unscaled,10554,1099,correct_dermason,random_forest,3,DERMASON,3,DERMASON,5,MajorAxisLength,0.0589179865181163,0.0589179865181163
LIME,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,Perimeter,0.1216233685428942,0.1216233685428942
LIME,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,ConvexArea,0.0983054030753811,0.0983054030753811
LIME,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0783141690960444,0.0783141690960444
LIME,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.0638101836205224,0.0638101836205224
LIME,random_forest,Random Forest,unscaled,11193,2097,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,Area,0.0611598935492983,0.0611598935492983
LIME,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,Perimeter,0.1173143802401312,0.1173143802401312
LIME,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,ConvexArea,0.1035102328209835,0.1035102328209835
LIME,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0755973164295842,0.0755973164295842
LIME,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.0629215653835274,0.0629215653835274
LIME,random_forest,Random Forest,unscaled,11538,2056,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,Area,0.0617457909736483,0.0617457909736483
LIME,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,1,Perimeter,0.1120604224614292,0.1120604224614292
LIME,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,2,ConvexArea,0.0997104255731791,0.0997104255731791
LIME,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0735848994046501,0.0735848994046501
LIME,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,4,Area,0.0634784922474537,0.0634784922474537
LIME,random_forest,Random Forest,unscaled,11678,1622,correct_dermason,logistic_regression,3,DERMASON,3,DERMASON,5,MajorAxisLength,0.0619642645599222,0.0619642645599222
LIME,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,1,Perimeter,0.1146733207470624,0.1146733207470624
LIME,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,2,ConvexArea,0.0994099198522536,0.0994099198522536
LIME,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0737637830116727,0.0737637830116727
LIME,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,4,Area,0.0625158781474552,0.0625158781474552
LIME,random_forest,Random Forest,unscaled,12185,322,correct_dermason,mlp,3,DERMASON,3,DERMASON,5,MinorAxisLength,0.055143576472336,0.055143576472336
LIME,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,Perimeter,0.1180270184431868,0.1180270184431868
LIME,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,ConvexArea,0.1039440421163861,0.1039440421163861
LIME,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,EquivDiameter,0.0762060274925014,0.0762060274925014
LIME,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.0617040895811777,0.0617040895811777
LIME,random_forest,Random Forest,unscaled,12237,1552,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,Area,0.0613966263641325,0.0613966263641325
LIME,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,Perimeter,0.1117741318878701,0.1117741318878701
LIME,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,ConvexArea,0.1012492277332848,0.1012492277332848
LIME,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,EquivDiameter,0.074955436855824,0.074955436855824
LIME,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,Area,0.0611127463979154,0.0611127463979154
LIME,random_forest,Random Forest,unscaled,12383,386,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,MajorAxisLength,0.0576281401532375,0.0576281401532375
LIME,random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,1,Perimeter,0.0368479569582548,0.0368479569582548
LIME,random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,2,MajorAxisLength,0.0344412027329795,0.0344412027329795
LIME,random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,3,MinorAxisLength,0.0190434681385822,0.0190434681385822
LIME,random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,4,ConvexArea,0.0182090294336594,0.0182090294336594
LIME,random_forest,Random Forest,unscaled,12838,2412,correct_dermason,decision_tree,3,DERMASON,3,DERMASON,5,EquivDiameter,0.0170419335742207,0.0170419335742207
LIME,random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,1,Perimeter,0.0370427451195565,0.0370427451195565
LIME,random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,2,ShapeFactor1,0.0324512724988104,0.0324512724988104
LIME,random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,3,roundness,0.0310116200866522,0.0310116200866522
LIME,random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,4,ShapeFactor3,0.023131847707873,0.023131847707873
LIME,random_forest,Random Forest,unscaled,7636,2067,correct_sira,random_forest,6,SIRA,6,SIRA,5,ConvexArea,0.0205263959443943,0.0205263959443943
LIME,random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,1,ShapeFactor4,-0.0278361114711866,0.0278361114711866
LIME,random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,2,roundness,0.0273772852941957,0.0273772852941957
LIME,random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,3,ShapeFactor3,0.0233450909050088,0.0233450909050088
LIME,random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,4,Compactness,0.0232564843745597,0.0232564843745597
LIME,random_forest,Random Forest,unscaled,8943,362,correct_sira,logistic_regression,6,SIRA,6,SIRA,5,ShapeFactor2,0.020113812698897,0.020113812698897
LIME,random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,1,roundness,0.0256116977636589,0.0256116977636589
LIME,random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,2,Compactness,0.0248214357812596,0.0248214357812596
LIME,random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,3,ShapeFactor3,0.0208136560219044,0.0208136560219044
LIME,random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,4,ShapeFactor4,-0.0135654304503696,0.0135654304503696
LIME,random_forest,Random Forest,unscaled,9111,186,correct_sira,logistic_regression,6,SIRA,6,SIRA,5,AspectRation,0.0126696084124037,0.0126696084124037
LIME,random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,1,roundness,0.0286679096746706,0.0286679096746706
LIME,random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,2,ShapeFactor3,0.0231823516469594,0.0231823516469594
LIME,random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,3,Compactness,0.0214858351827399,0.0214858351827399
LIME,random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,4,Area,0.0117468054567676,0.0117468054567676
LIME,random_forest,Random Forest,unscaled,9316,462,correct_sira,decision_tree,6,SIRA,6,SIRA,5,Perimeter,0.0107438226612909,0.0107438226612909
LIME,random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,1,roundness,0.0326024455447172,0.0326024455447172
LIME,random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,2,Compactness,0.0238172757679474,0.0238172757679474
LIME,random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,3,ShapeFactor4,0.0221662628198869,0.0221662628198869
LIME,random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,4,ShapeFactor3,0.0206766893499157,0.0206766893499157
LIME,random_forest,Random Forest,unscaled,9463,1293,correct_sira,mlp,6,SIRA,6,SIRA,5,MajorAxisLength,-0.0163382975207741,0.0163382975207741
LIME,random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,1,roundness,0.0279703343374234,0.0279703343374234
LIME,random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,2,ShapeFactor3,0.0249275864299135,0.0249275864299135
LIME,random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,3,Compactness,0.0246929983817846,0.0246929983817846
LIME,random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,4,Perimeter,0.0122582441519209,0.0122582441519209
LIME,random_forest,Random Forest,unscaled,9919,1094,correct_sira,decision_tree,6,SIRA,6,SIRA,5,AspectRation,0.0117488385797405,0.0117488385797405
LIME,random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,1,roundness,0.0280560137216475,0.0280560137216475
LIME,random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,2,Compactness,0.0272646214748743,0.0272646214748743
LIME,random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,3,ShapeFactor3,0.0211158077913098,0.0211158077913098
LIME,random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,4,ShapeFactor4,0.0151996406647106,0.0151996406647106
LIME,random_forest,Random Forest,unscaled,9967,1890,correct_sira,random_forest,6,SIRA,6,SIRA,5,MajorAxisLength,-0.0136743466119609,0.0136743466119609
LIME,random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,Perimeter,0.0382614827377852,0.0382614827377852
LIME,random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,ShapeFactor1,0.030260532926438,0.030260532926438
LIME,random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,roundness,0.0295730558329271,0.0295730558329271
LIME,random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,ConvexArea,0.0264317640391426,0.0264317640391426
LIME,random_forest,Random Forest,unscaled,12877,2335,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,ShapeFactor4,0.0234468031809574,0.0234468031809574
LIME,random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,1,MinorAxisLength,0.0530483310759033,0.0530483310759033
LIME,random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,2,Perimeter,0.041144902482144,0.041144902482144
LIME,random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,3,ShapeFactor1,0.0399638627330137,0.0399638627330137
LIME,random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,4,MajorAxisLength,0.0354464683948879,0.0354464683948879
LIME,random_forest,Random Forest,unscaled,13136,1480,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,5,ConvexArea,0.0258621913871882,0.0258621913871882
LIME,random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,Perimeter,0.0337985500397208,0.0337985500397208
LIME,random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,roundness,0.0295735390945265,0.0295735390945265
LIME,random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,ShapeFactor1,0.0273626474036162,0.0273626474036162
LIME,random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,Compactness,0.02331666747458,0.02331666747458
LIME,random_forest,Random Forest,unscaled,13322,1696,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,EquivDiameter,0.0220754874773997,0.0220754874773997
LIME,random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,1,Perimeter,0.0346012209288516,0.0346012209288516
LIME,random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,2,roundness,0.0273716243960089,0.0273716243960089
LIME,random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,3,Compactness,0.0242687977940264,0.0242687977940264
LIME,random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,4,ShapeFactor3,0.0240318410507672,0.0240318410507672
LIME,random_forest,Random Forest,unscaled,13372,2326,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,5,ConvexArea,0.02316368705886,0.02316368705886
LIME,random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,Perimeter,0.0335700619056206,0.0335700619056206
LIME,random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,2,ShapeFactor4,-0.0321931880935739,0.0321931880935739
LIME,random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,3,roundness,0.0312687702721596,0.0312687702721596
LIME,random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,4,ShapeFactor1,0.0311613935069557,0.0311613935069557
LIME,random_forest,Random Forest,unscaled,13381,1676,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,5,ConvexArea,0.0254075748728477,0.0254075748728477
LIME,random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,1,ShapeFactor3,-0.0342058071021688,0.0342058071021688
LIME,random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,2,Perimeter,0.0338923104216201,0.0338923104216201
LIME,random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,3,ShapeFactor1,0.0270870558465913,0.0270870558465913
LIME,random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,4,roundness,0.0253072286472694,0.0253072286472694
LIME,random_forest,Random Forest,unscaled,13395,1719,dermason_predicted_as_sira,random_forest,3,DERMASON,6,SIRA,5,Compactness,-0.0230133552894177,0.0230133552894177
LIME,random_forest,Random Forest,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,1,Perimeter,0.0383980119640507,0.0383980119640507
LIME,random_forest,Random Forest,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,2,ShapeFactor1,0.0285694828680903,0.0285694828680903
LIME,random_forest,Random Forest,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,3,Compactness,0.0243492877492139,0.0243492877492139
LIME,random_forest,Random Forest,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,4,roundness,-0.0236264316660138,0.0236264316660138
LIME,random_forest,Random Forest,unscaled,13448,2291,dermason_predicted_as_sira,mlp,3,DERMASON,6,SIRA,5,ConvexArea,0.0206490278851847,0.0206490278851847
LIME,random_forest,Random Forest,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,1,Perimeter,0.0347838829895556,0.0347838829895556
LIME,random_forest,Random Forest,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,2,ShapeFactor1,0.0302185815698552,0.0302185815698552
LIME,random_forest,Random Forest,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,3,Compactness,0.0235263139759811,0.0235263139759811
LIME,random_forest,Random Forest,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,4,ShapeFactor3,0.0232292215874792,0.0232292215874792
LIME,random_forest,Random Forest,unscaled,13457,2148,dermason_predicted_as_sira,logistic_regression,3,DERMASON,6,SIRA,5,roundness,-0.0212022547394377,0.0212022547394377
LIME,random_forest,Random Forest,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,1,Perimeter,0.0371418989440052,0.0371418989440052
LIME,random_forest,Random Forest,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,2,MajorAxisLength,0.0340228785425467,0.0340228785425467
LIME,random_forest,Random Forest,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,3,ConvexArea,0.0225692974701913,0.0225692974701913
LIME,random_forest,Random Forest,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,4,MinorAxisLength,0.0208897987960935,0.0208897987960935
LIME,random_forest,Random Forest,unscaled,13499,182,dermason_predicted_as_sira,decision_tree,3,DERMASON,3,DERMASON,5,EquivDiameter,0.0186010048651049,0.0186010048651049
LIME,random_forest,Random Forest,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,1,Perimeter,0.0383195966477402,0.0383195966477402
LIME,random_forest,Random Forest,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,2,ShapeFactor1,0.030273951801257,0.030273951801257
LIME,random_forest,Random Forest,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,3,roundness,0.0275416988598569,0.0275416988598569
LIME,random_forest,Random Forest,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,4,ShapeFactor3,0.0254280521984948,0.0254280521984948
LIME,random_forest,Random Forest,unscaled,13514,54,dermason_predicted_as_sira,decision_tree,3,DERMASON,6,SIRA,5,ConvexArea,0.021306588161863,0.021306588161863
LIME,random_forest,Random Forest,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,ConvexArea,0.098178208450368,0.098178208450368
LIME,random_forest,Random Forest,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,EquivDiameter,0.0771031562120235,0.0771031562120235
LIME,random_forest,Random Forest,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,Area,0.062865398178625,0.062865398178625
LIME,random_forest,Random Forest,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,MinorAxisLength,0.0537245434051381,0.0537245434051381
LIME,random_forest,Random Forest,unscaled,7426,942,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,Perimeter,0.0410959018591299,0.0410959018591299
LIME,random_forest,Random Forest,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,MinorAxisLength,0.0511218324251118,0.0511218324251118
LIME,random_forest,Random Forest,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,ShapeFactor1,0.0385883719521706,0.0385883719521706
LIME,random_forest,Random Forest,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,MajorAxisLength,0.0375271597059219,0.0375271597059219
LIME,random_forest,Random Forest,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,Perimeter,0.0366891619636461,0.0366891619636461
LIME,random_forest,Random Forest,unscaled,7434,693,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,ConvexArea,0.0194928630359072,0.0194928630359072
LIME,random_forest,Random Forest,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,1,MinorAxisLength,0.0483858474445832,0.0483858474445832
LIME,random_forest,Random Forest,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,2,ShapeFactor1,0.0454640634913984,0.0454640634913984
LIME,random_forest,Random Forest,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,3,MajorAxisLength,0.03934276770766,0.03934276770766
LIME,random_forest,Random Forest,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,4,Perimeter,0.0376921889170021,0.0376921889170021
LIME,random_forest,Random Forest,unscaled,7526,1439,sira_predicted_as_dermason,logistic_regression,6,SIRA,3,DERMASON,5,ConvexArea,0.0216442364875845,0.0216442364875845
LIME,random_forest,Random Forest,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,1,Perimeter,0.0302738607310451,0.0302738607310451
LIME,random_forest,Random Forest,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,2,ShapeFactor1,0.0296955262603911,0.0296955262603911
LIME,random_forest,Random Forest,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,3,roundness,0.0285549923620953,0.0285549923620953
LIME,random_forest,Random Forest,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,4,Compactness,0.026748644611149,0.026748644611149
LIME,random_forest,Random Forest,unscaled,7568,1414,sira_predicted_as_dermason,mlp,6,SIRA,6,SIRA,5,ConvexArea,0.0206755664229879,0.0206755664229879
LIME,random_forest,Random Forest,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,1,Perimeter,0.0347423857684439,0.0347423857684439
LIME,random_forest,Random Forest,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,2,ShapeFactor1,0.0303575280522275,0.0303575280522275
LIME,random_forest,Random Forest,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,3,ShapeFactor4,-0.0301358210975188,0.0301358210975188
LIME,random_forest,Random Forest,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,4,roundness,0.0279940874033589,0.0279940874033589
LIME,random_forest,Random Forest,unscaled,7604,217,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,5,Compactness,0.0264375333759721,0.0264375333759721
LIME,random_forest,Random Forest,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,1,MajorAxisLength,0.0417439441945299,0.0417439441945299
LIME,random_forest,Random Forest,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,2,Perimeter,0.0327256859422383,0.0327256859422383
LIME,random_forest,Random Forest,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,3,ConvexArea,0.0310355264922296,0.0310355264922296
LIME,random_forest,Random Forest,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,4,EquivDiameter,0.0198350464869964,0.0198350464869964
LIME,random_forest,Random Forest,unscaled,7683,2179,sira_predicted_as_dermason,decision_tree,6,SIRA,3,DERMASON,5,ShapeFactor1,0.0185660677902348,0.0185660677902348
LIME,random_forest,Random Forest,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,1,Perimeter,0.0340885409874568,0.0340885409874568
LIME,random_forest,Random Forest,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,2,roundness,0.0286288175661778,0.0286288175661778
LIME,random_forest,Random Forest,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,3,ShapeFactor4,0.0237352092697147,0.0237352092697147
LIME,random_forest,Random Forest,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,4,ConvexArea,0.0184232046968199,0.0184232046968199
LIME,random_forest,Random Forest,unscaled,7761,21,sira_predicted_as_dermason,decision_tree,6,SIRA,6,SIRA,5,Compactness,-0.0183876826162158,0.0183876826162158
LIME,mlp,MLP,scaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,1,Area,0.0911631412910378,0.0911631412910378
LIME,mlp,MLP,scaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,2,MinorAxisLength,0.0814565504859036,0.0814565504859036
LIME,mlp,MLP,scaled,2573,192,barbunya_predicted_as_cali,decision_tree,0,BARBUNYA,2,CALI,3,ShapeFactor1,0.0771023987386287,0.0771023987386287
